date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers,outlinks,tcooutlinks,sourceLabel
2018-12-29 18:15:07+00:00,1079078373287215104,Hmari cricket team ka educated hona boht zrori ha ta'k jb after match interview daina pary to easily English me dy skein.,https://twitter.com/Muhamma21431163/status/1079078373287215104,Hmari cricket team ka educated hona boht zrori ha ta'k jb after match interview daina pary to easily English me dy skein.,Muhamma21431163,3,0,0,0,0,en,1079078373287215104,,,,,,,,,,,,,,,Twitter for Android
2018-11-19 09:03:36+00:00,1064444065968791552,"Jb bhi koi ghreeb team wicket nai lepati!!  Hmari tareekh rhi hai hum gift krdete hain!!!- The incredible Pakistan cricket team 
#PAKvNZ 
#runout",https://twitter.com/saaiien/status/1064444065968791552,"Jb bhi koi ghreeb team wicket nai lepati!!  Hmari tareekh rhi hai hum gift krdete hain!!!- The incredible Pakistan cricket team 
#PAKvNZ 
#runout",saaiien,267,0,0,0,0,en,1064444065968791552,,,,,,,,,,"['PAKvNZ', 'runout']",,,,,Twitter for Android
2018-11-16 08:50:23+00:00,1063353577941463040,ALLAH humari showbiz industry ko hmari cricket team se kuch seekhny ki taufeeq dy k aik sath reh k kesy kaam kia jata h.,https://twitter.com/tas_873/status/1063353577941463040,ALLAH humari showbiz industry ko hmari cricket team se kuch seekhny ki taufeeq dy k aik sath reh k kesy kaam kia jata h.,tas_873,588,0,0,6,1,in,1063353577941463040,,,,,,,,,,,,,,,Twitter Web App
2018-11-10 09:52:30+00:00,1061194882872721408,@TheAniketKohli Bharatwaashi hai hm .. hmari deshbhkti or cricket team ki naari shakti pr kvi sandeh nhi Krna 🤗,https://twitter.com/ragiSRK/status/1061194882872721408,@TheAniketKohli Bharatwaashi hai hm .. hmari deshbhkti or cricket team ki naari shakti pr kvi sandeh nhi Krna 🤗,ragiSRK,170,1,1,1,0,in,1060898324755156992,,,,,1.0611942571243151e+18,https://twitter.com/OyeMowgli,,,,,,,,,Twitter for Android
2018-10-29 14:10:45+00:00,1056911216289828864,"@AMISHDEVGAN @News18India @sambitswaraj @avanishojha @amitmalviya @GDuttTweets @abuasimazmi @BJP4Delhi @HindiNews18 @News18_UK @tijarawala Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",https://twitter.com/MalakarRagini/status/1056911216289828864,"@AMISHDEVGAN @News18India @sambitswaraj @avanishojha @amitmalviya @GDuttTweets @abuasimazmi @BJP4Delhi @HindiNews18 @News18_UK @tijarawala Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",MalakarRagini,727,0,0,0,0,en,1056858002668556288,,,,,1.0568580026685563e+18,https://twitter.com/AMISHDEVGAN,"[User(username='AMISHDEVGAN', id=163817624, displayname='Amish Devgan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='News18India', id=98362607, displayname='News18 India', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='sambitswaraj', id=1368737382, displayname='Sambit Patra', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='avanishojha', id=76910408, displayname='Avanish Ojha', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='amitmalviya', id=95588504, displayname='Amit Malviya', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GDuttTweets', id=167426621, displayname='Gaurav Dutt', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='abuasimazmi', id=159768173, displayname='Abu Asim Azmi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BJP4Delhi', id=337065278, displayname='BJP Delhi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HindiNews18', id=2895345258, displayname='News18 Hindi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='News18_UK', id=1734536606, displayname='News18 Uttarakhand', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='tijarawala', id=1478946613, displayname='Tijarawala SK', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=83.331271, latitude=21.970758)","Place(fullName='Jharkhand, India', name='Jharkhand', type='admin', country='India', countryCode='IN')","['mandir_wahi_bnayenge', 'Ayodhya_Ram_Mandir']",,"[User(username='AMISHDEVGAN', id=163817624, displayname='Amish Devgan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='News18India', id=98362607, displayname='News18 India', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='sambitswaraj', id=1368737382, displayname='Sambit Patra', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='avanishojha', id=76910408, displayname='Avanish Ojha', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='amitmalviya', id=95588504, displayname='Amit Malviya', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GDuttTweets', id=167426621, displayname='Gaurav Dutt', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='abuasimazmi', id=159768173, displayname='Abu Asim Azmi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BJP4Delhi', id=337065278, displayname='BJP Delhi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HindiNews18', id=2895345258, displayname='News18 Hindi', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='News18_UK', id=1734536606, displayname='News18 Uttarakhand', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='tijarawala', id=1478946613, displayname='Tijarawala SK', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android
2018-10-29 14:08:50+00:00,1056910734041333760,"@News18India @AMISHDEVGAN Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",https://twitter.com/MalakarRagini/status/1056910734041333760,"@News18India @AMISHDEVGAN Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",MalakarRagini,727,0,0,1,0,en,1056904673607639040,,,,,1.056904673607639e+18,https://twitter.com/News18India,"[User(username='News18India', id=98362607, displayname='News18 India', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AMISHDEVGAN', id=163817624, displayname='Amish Devgan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['mandir_wahi_bnayenge', 'Ayodhya_Ram_Mandir']",,"[User(username='News18India', id=98362607, displayname='News18 India', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AMISHDEVGAN', id=163817624, displayname='Amish Devgan', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android
2018-10-29 14:08:23+00:00,1056910621365559297,"Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",https://twitter.com/MalakarRagini/status/1056910621365559297,"Suprime court ke k let decision wale faisle se hmari cricket team k players v guse m h or sara gussa west indies p nikal re h😂😂
#mandir_wahi_bnayenge
#Ayodhya_Ram_Mandir
Jai shree ram🚩🚩🚩🚩🚩🚩🚩",MalakarRagini,727,0,0,0,0,en,1056910621365559297,,,,,,,,"Coordinates(longitude=83.331271, latitude=21.970758)","Place(fullName='Jharkhand, India', name='Jharkhand', type='admin', country='India', countryCode='IN')","['mandir_wahi_bnayenge', 'Ayodhya_Ram_Mandir']",,,,,Twitter for Android
2018-10-18 13:05:40+00:00,1052908572684759042,"Cricket News:
M Abbas
Speed Kum
H0ny K Bawaj0d
Tasalsal K Sath
B0wling Krta
Ha Us Ny
Hmari Team
K Difah K0
Chalenge Kya
Ha
#M Starc
""AleEmQ""",https://twitter.com/GEO_TEZ_PK/status/1052908572684759042,"Cricket News:
M Abbas
Speed Kum
H0ny K Bawaj0d
Tasalsal K Sath
B0wling Krta
Ha Us Ny
Hmari Team
K Difah K0
Chalenge Kya
Ha
#M Starc
""AleEmQ""",GEO_TEZ_PK,3379,0,0,0,0,in,1052908572684759042,,,,,,,,,,['M'],,,,,Twitter SMS
2018-10-18 04:51:50+00:00,1052784297529233409,"Cricket_neWs
M Abbas
Speed Kum
HonY K BaWajod
Tasalsal K SatH
B0wlinG Krta
Ha-Us Na
Hmari Team
K DifaH Ko
Chalenge Kya
Ha,
M StarC

ShArEE_B",https://twitter.com/SARYAB_NEWS/status/1052784297529233409,"Cricket_neWs
M Abbas
Speed Kum
HonY K BaWajod
Tasalsal K SatH
B0wlinG Krta
Ha-Us Na
Hmari Team
K DifaH Ko
Chalenge Kya
Ha,
M StarC

ShArEE_B",SARYAB_NEWS,7447,0,0,0,0,in,1052784297529233409,,,,,,,,,,,,,,,Twitter SMS
2018-10-18 03:47:02+00:00,1052767987596283906,"Cricket_neWs
M Abbas
Speed Kum
HonY K BaWajod
Tasalsal K SatH
B0wlinG Krta
Ha-Us Na
Hmari Team
K DifaH Ko
Chalenge Kya
Ha,
M StarC

ShArEE_B",https://twitter.com/Sada_e_Kharan/status/1052767987596283906,"Cricket_neWs
M Abbas
Speed Kum
HonY K BaWajod
Tasalsal K SatH
B0wlinG Krta
Ha-Us Na
Hmari Team
K DifaH Ko
Chalenge Kya
Ha,
M StarC

ShArEE_B",Sada_e_Kharan,101,0,0,1,0,in,1052767987596283906,,,,,,,,,,,,,,,Twitter SMS
